2.921999999999999886e+02,6.241000000000000227e+02,8.551999999999999318e+02,6.073999999999999773e+02,7.618999999999999773e+02
3.083999999999999773e+02,5.390000000000000000e+02,9.397000000000000455e+02,8.461999999999999318e+02,8.376000000000000227e+02
3.011999999999999886e+02,7.201000000000000227e+02,8.569000000000000909e+02,8.451999999999999318e+02,6.830000000000000000e+02
3.103000000000000114e+02,5.492999999999999545e+02,8.690999999999999091e+02,7.662999999999999545e+02,7.600000000000000000e+02
3.195000000000000000e+02,4.660999999999999659e+02,8.591999999999999318e+02,7.690000000000000000e+02,5.242999999999999545e+02
3.178000000000000114e+02,4.138999999999999773e+02,8.711999999999999318e+02,6.080000000000000000e+02,6.921999999999999318e+02
3.311000000000000227e+02,4.355999999999999659e+02,9.391000000000000227e+02,8.431000000000000227e+02,7.593999999999999773e+02
3.400000000000000000e+02,3.857999999999999545e+02,7.643999999999999773e+02,7.716000000000000227e+02,6.857999999999999545e+02
3.663999999999999773e+02,3.541999999999999886e+02,9.127999999999999545e+02,7.802999999999999545e+02,6.085999999999999091e+02
3.990000000000000000e+02,3.456000000000000227e+02,7.367999999999999545e+02,7.863999999999999773e+02,6.222999999999999545e+02
6.227000000000000455e+02,4.251999999999999886e+02,8.530000000000000000e+02,8.722999999999999545e+02,6.073999999999999773e+02
