1.618147088493502750e+01,4.425200560426612384e+01,1.409574403853872404e+01,1.209504030584437650e+01,1.789301539707603084e+01,8.509406559801922398e+00,2.124146887576280562e+01,2.138317095287787239e+01,1.364880947189167770e+01,1.879999999999999716e+01
3.305510550580650886e+01,3.640727949188183743e+01,1.000171985210543681e+02,2.817019701741541127e+01,8.958236433584458425e+00,2.067099417057631783e+01,4.574057279921186137e+01,2.262211307548435002e+01,5.990125207372545901e+01,4.356615658971995941e+01
1.289224573144647934e+01,1.577498019016188735e+01,1.561921893053554733e+01,2.676733083443323125e+01,2.062546969162157140e+01,2.450897794686673592e+01,2.977515743031428386e+01,1.784068384339569135e+01,2.485176050101883760e+01,1.393879478290716634e+01
1.349666625504239015e+01,1.541719818903551698e+01,1.780140443897615654e+01,2.728754294545406367e+01,8.630086905703790023e+01,7.939118338959308119e+01,5.137947060840545532e+01,5.533217870281270478e+01,3.702445138013526105e+01,7.315059808367939809e+01
2.622384411180023633e+01,2.646507132051602795e+01,4.434230485664902943e+01,3.080649282213085627e+01,4.757352204745829027e+01,6.240584908484139959e+01,3.409692068207919391e+01,2.988728826775691161e+01,9.831500394141272636e+01,3.275377840799439610e+01
1.776400855662933154e+01,2.899672395288819615e+01,5.513837139415708322e+01,1.216871398299754645e+02,9.982003806851608374e+01,1.415976341610268605e+02,1.041451391088417608e+02,1.145220066188154249e+02,1.103975090298689565e+02,1.104961990296498868e+02
9.500000000000000000e+00,1.477836256152893313e+01,5.988330318210577730e+01,9.200701060245354768e+01,9.505077590425024425e+01,1.120334325101217416e+02,7.343977124147377822e+01,1.115351514097685737e+02,7.829559374575302400e+01,1.138843711841093693e+02
3.271757937256361259e+01,6.692690042128053562e+01,1.169567868915694788e+02,6.626228188041821454e+01,6.511958230824272675e+01,1.800000000000000000e+01,8.765956878744042058e+01,4.195664428907536347e+01,1.500000000000000000e+00,1.196409628847912643e+02
1.897076698502198155e+01,2.321745033374681100e+01,8.116008871360357091e+01,1.252779310173982736e+02,7.866924430805218549e+01,7.376781140849983842e+01,1.033300053227522142e+02,1.048475560039431684e+02,6.415013639891968467e+01,1.002923725913391735e+02
4.249717637679002280e+01,7.123791125517367107e+01,2.130000000000000426e+01,7.560000000000000853e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.519999999999998863e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.389476930208785177e+01,4.814820868942062759e+01,7.595288012972253000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
