1.368000000000000114e+02,1.355999999999999943e+02,1.375000000000000000e+02,1.380000000000000000e+02,1.418000000000000114e+02,1.375999999999999943e+02,1.411999999999999886e+02,1.340000000000000000e+02,1.380999999999999943e+02,1.415000000000000000e+02,1.426999999999999886e+02,1.471999999999999886e+02,1.303000000000000114e+02
1.414000000000000057e+02,1.082999999999999972e+02,9.229999999999999716e+01,7.790000000000000568e+01,7.240000000000000568e+01,5.339999999999999858e+01,5.189999999999999858e+01,6.039999999999999858e+01,8.459999999999999432e+01,4.060000000000000142e+01,5.120000000000000284e+01,3.920000000000000284e+01,4.600000000000000000e+01
1.445999999999999943e+02,8.850000000000000000e+01,6.479999999999999716e+01,5.570000000000000284e+01,8.400000000000000000e+01,7.640000000000000568e+01,7.170000000000000284e+01,6.400000000000000000e+01,1.015000000000000000e+02,1.358000000000000114e+02,5.739999999999999858e+01,5.960000000000000142e+01,5.650000000000000000e+01
1.454000000000000057e+02,7.790000000000000568e+01,6.039999999999999858e+01,1.102999999999999972e+02,6.700000000000000000e+01,1.004000000000000057e+02,9.520000000000000284e+01,9.950000000000000000e+01,1.725000000000000000e+02,2.071999999999999886e+02,1.686999999999999886e+02,9.059999999999999432e+01,1.675000000000000000e+02
1.396999999999999886e+02,9.459999999999999432e+01,7.390000000000000568e+01,1.388000000000000114e+02,1.340999999999999943e+02,1.334000000000000057e+02,1.678000000000000114e+02,1.296999999999999886e+02,1.680999999999999943e+02,2.450999999999999943e+02,1.666999999999999886e+02,2.435000000000000000e+02,1.646999999999999886e+02
1.530999999999999943e+02,9.509999999999999432e+01,6.690000000000000568e+01,9.859999999999999432e+01,2.479000000000000057e+02,1.690000000000000000e+02,1.683000000000000114e+02,1.675000000000000000e+02,1.660999999999999943e+02,1.272000000000000028e+02,2.035999999999999943e+02,1.247000000000000028e+02,2.425999999999999943e+02
1.479000000000000057e+02,8.740000000000000568e+01,1.763000000000000114e+02,9.659999999999999432e+01,5.100000000000000000e+01,1.691999999999999886e+02,2.838999999999999773e+02,1.270999999999999943e+02,1.661999999999999886e+02,1.250999999999999943e+02,2.423000000000000114e+02,2.031999999999999886e+02,5.599999999999999645e+00
1.451999999999999886e+02,4.870000000000000284e+01,1.025999999999999943e+02,2.091999999999999886e+02,2.060000000000000000e+02,1.673000000000000114e+02,2.441999999999999886e+02,2.431999999999999886e+02,1.645000000000000000e+02,8.550000000000000000e+01,1.235000000000000000e+02,1.635999999999999943e+02,2.425999999999999943e+02
1.468000000000000114e+02,7.290000000000000568e+01,1.748000000000000114e+02,2.465000000000000000e+02,2.070000000000000000e+02,1.665999999999999943e+02,2.041999999999999886e+02,2.030999999999999943e+02,2.420999999999999943e+02,1.640000000000000000e+02,1.634000000000000057e+02,1.631999999999999886e+02,1.625000000000000000e+02
1.345999999999999943e+02,1.463000000000000114e+02,9.190000000000000568e+01,9.250000000000000000e+01,2.439000000000000057e+02,1.648000000000000114e+02,1.242000000000000028e+02,2.030999999999999943e+02,1.235999999999999943e+02,1.237999999999999972e+02,3.208999999999999773e+02,2.415999999999999943e+02,3.606000000000000227e+02
