2.033617466486752789e+01,2.117167919651155117e+01,1.742555594522022488e+01,3.242838263003568500e+01,1.667213243709394277e+01,1.879468009836826070e+01,2.282454818829937082e+01,2.568267898798721660e+01,2.048633691024337367e+01,2.606626171893469035e+01,2.396685210869378935e+01,3.095739007086999095e+01,1.905806915718378747e+01
2.222251110923335560e+01,1.219877042984250970e+01,1.428320692281673843e+01,7.582216034906944735e+00,1.222456543194889989e+01,1.015086203235961726e+01,7.879720807236763491e+00,3.061110909457544693e+01,1.061001413759661318e+02,1.042305137663630710e+01,1.885629868240318530e+01,1.500533238552215387e+01,1.958060264649686388e+01
2.123299319455455247e+01,1.668082731761227677e+01,1.099818166789401630e+01,1.392874725163752814e+01,1.076856536405848317e+02,1.082840708507027045e+02,1.097288020530617132e+02,1.120910344318402707e+02,1.495361160389021222e+02,1.730033525686713460e+02,1.142271421335577344e+02,1.137534175310790374e+02,1.145646105915784005e+02
1.869331431287667655e+01,1.884913791132103711e+01,1.775499929597295079e+01,1.450641582197339119e+02,1.112402804742958153e+02,1.499014342826645816e+02,1.524026246493150154e+02,1.508683200675343983e+02,1.858059471599335097e+02,1.928117216353819003e+02,1.888724702014563093e+02,1.547347407662545322e+02,1.898474387501711931e+02
1.544053107894932531e+01,1.036698606153205873e+02,1.090224288850693455e+02,1.710215191138237856e+02,1.740921882222174872e+02,1.745973653867663700e+02,1.896058015990017225e+02,1.769830782871628116e+02,1.893707738802373797e+02,1.897590314056224372e+02,1.905061941250205280e+02,1.916816370965148053e+02,1.921244648658780250e+02
3.883155933000887927e+01,1.026288945667836714e+02,1.113440164535122250e+02,1.508212186663401724e+02,1.863246897220011533e+02,1.886472899354772039e+02,1.892078486744141514e+02,1.898469120107040453e+02,1.909929056274080494e+02,1.785932809486404267e+02,1.964027494715896296e+02,1.802271067292598161e+02,1.927782145368090880e+02
1.889153249474483331e+01,1.048858427052955591e+02,1.827315243738748052e+02,1.517868241976226216e+02,1.163890029169422888e+02,1.884838454616204046e+02,1.773547010935994308e+02,1.786647419050552230e+02,1.909009167081185012e+02,1.799763595586931331e+02,1.931455668660298386e+02,1.968023373844934838e+02,9.165151389911680990e-01
2.210339340463359648e+01,1.219057012612617541e+01,1.489638882414123771e+02,1.908301862913726836e+02,1.940113398747609210e+02,1.900184464729674403e+02,1.908207535882824288e+02,1.920519721325454441e+02,1.922931356029122583e+02,1.572629962832961041e+02,1.810139497386872733e+02,1.930239363395120620e+02,1.927761396023895770e+02
3.495082259403918812e+01,1.094819163149787187e+02,1.839466226925626415e+02,1.880283223346951047e+02,1.930207242759180986e+02,1.906012591773726967e+02,1.958146061967799483e+02,1.969017267572836545e+02,1.933894774800325251e+02,1.926961338480873565e+02,1.931875772403598432e+02,1.933477695759638095e+02,1.939202155526854767e+02
1.905885620912230749e+01,1.663598809809624584e+02,1.540697569284770623e+02,1.538019830821436358e+02,1.911854858507831239e+02,1.920509307449458731e+02,1.805590208214477457e+02,1.969032503540761638e+02,1.809548009863236757e+02,1.808268785330322430e+02,1.582001580277339770e+02,1.940001030927560919e+02,1.182000000000000028e+02
