3.941800000000000068e+02,3.920899999999999750e+02,3.915400000000000205e+02,3.958399999999999750e+02,2.694599999999999795e+02,2.445000000000000000e+02,1.699300000000000068e+02,1.421500000000000057e+02,1.355500000000000114e+02,1.465600000000000023e+02
4.000000000000000000e+02,4.000000000000000000e+02,3.891700000000000159e+02,1.483199999999999932e+02,9.964000000000000057e+01,8.042000000000000171e+01,7.729000000000000625e+01,7.693999999999999773e+01,7.676000000000000512e+01,7.501999999999999602e+01
4.000000000000000000e+02,3.982200000000000273e+02,1.055699999999999932e+02,6.804999999999999716e+01,5.740999999999999659e+01,5.504999999999999716e+01,5.161999999999999744e+01,6.178000000000000114e+01,5.777000000000000313e+01,5.610000000000000142e+01
4.000000000000000000e+02,1.955900000000000034e+02,5.547999999999999687e+01,4.717999999999999972e+01,5.050999999999999801e+01,8.504999999999999716e+01,7.876999999999999602e+01,7.640999999999999659e+01,7.196999999999999886e+01,7.268000000000000682e+01
4.000000000000000000e+02,6.556999999999999318e+01,4.096000000000000085e+01,5.764000000000000057e+01,9.535999999999999943e+01,1.092600000000000051e+02,1.378600000000000136e+02,1.002099999999999937e+02,1.225300000000000011e+02,1.488700000000000045e+02
4.000000000000000000e+02,4.468999999999999773e+01,3.307999999999999829e+01,8.806000000000000227e+01,7.959000000000000341e+01,1.133100000000000023e+02,1.298400000000000034e+02,1.476299999999999955e+02,1.215100000000000051e+02,1.152600000000000051e+02
4.000000000000000000e+02,4.090999999999999659e+01,9.129000000000000625e+01,1.332599999999999909e+02,1.014300000000000068e+02,1.183499999999999943e+02,1.408300000000000125e+02,1.486299999999999955e+02,1.362899999999999920e+02,1.665600000000000023e+02
3.273999999999999773e+02,3.650999999999999801e+01,7.514000000000000057e+01,1.070000000000000000e+02,1.052999999999999972e+02,1.361399999999999864e+02,1.400399999999999920e+02,1.545399999999999920e+02,1.530999999999999943e+02,1.474300000000000068e+02
9.818000000000000682e+01,5.821000000000000085e+01,1.148599999999999994e+02,1.168100000000000023e+02,1.508499999999999943e+02,1.351999999999999886e+02,1.185600000000000023e+02,1.144200000000000017e+02,1.385999999999999943e+02,1.151400000000000006e+02
5.385000000000000142e+01,6.823999999999999488e+01,1.273700000000000045e+02,1.267800000000000011e+02,1.257199999999999989e+02,1.453700000000000045e+02,1.329900000000000091e+02,1.327299999999999898e+02,1.712800000000000011e+02,1.747899999999999920e+02
