0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.271377206025025508e+01,1.672154299100414931e+01,2.254794890893626302e+01,4.446672913538839822e+01,5.666215668327495081e+01,9.604561416327140932e+01,9.335716362443753269e+01,2.425881283162883761e+01,2.097236276626932749e+01,0.000000000000000000e+00,4.410000000000000142e+01
9.364293886887574914e+00,1.260198397078809229e+01,8.653900854527975639e+00,1.605116818178664317e+01,8.052328855678958064e+00,2.578371579117331081e+01,2.166933316925096165e+01,8.656795018943211062e+01,3.266940464716184778e+01,8.758886915584650978e+01,9.537945271388382196e+01
9.871676655968833813e+00,1.867190402717409015e+01,9.747307320486001458e+00,1.139122469271851479e+01,1.082820391385385683e+01,9.981983770774224496e+00,1.358859816169423773e+01,1.994893480865582447e+01,2.329291737846507004e+01,4.442623099026069866e+01,7.735605987897781688e+01
1.414354976658971630e+01,1.195366052721926664e+01,1.121115515903691318e+01,1.053375526581095301e+01,1.473940297298367597e+01,2.230605299016390219e+01,1.676335288657970324e+01,2.001124683771603330e+01,9.368030742904295494e+00,3.098773951097433965e+01,4.194770553915910938e+01
7.542545989253231831e+00,1.131547612785250756e+01,1.100908715561830853e+01,1.757839583124694727e+01,1.349221998041834603e+01,1.571018777736281535e+01,1.746453549339345912e+01,1.473091986265623454e+01,1.400856880626996670e+01,2.904203849594583886e+01,2.493371211833488843e+01
9.445104552094699457e+00,9.004998611882180981e+00,1.551644289133305143e+01,1.594866765595170222e+01,1.521873844968760814e+01,8.953211714239756702e+00,1.385676729977089572e+01,2.481551933770478158e+01,2.161689154342039032e+01,2.637347151969190406e+01,1.396996778808025752e+01
1.508011936292282762e+01,9.920181449953423325e+00,1.252996408614166768e+01,1.368356678647785785e+01,1.421829806974097643e+01,1.354584807237996458e+01,3.193258523827972084e+01,2.041592515660262919e+01,3.005594783067072129e+01,4.554129993752923156e+01,3.061045573002793319e+01
3.205557673790942630e+01,1.815626613596528927e+01,9.581753492967767016e+00,1.501632445041062702e+01,1.104038042822800669e+01,1.686564555538862109e+01,9.252026804976301477e+00,2.529209362626985325e+01,2.526737026285086074e+01,5.032782530568949397e+01,2.542616762313974732e+01
