3.780000000000000000e+02,6.351999999999999318e+02,6.021000000000000227e+02,5.960000000000000000e+02,5.260999999999999091e+02
3.629000000000000341e+02,4.983999999999999773e+02,6.076000000000000227e+02,5.675000000000000000e+02,5.205000000000000000e+02
3.971000000000000227e+02,4.758000000000000114e+02,6.387999999999999545e+02,5.713999999999999773e+02,5.733999999999999773e+02
5.008000000000000114e+02,3.823999999999999773e+02,6.289000000000000909e+02,6.341000000000000227e+02,6.116000000000000227e+02
6.887999999999999545e+02,3.608000000000000114e+02,6.155000000000000000e+02,5.997000000000000455e+02,5.628999999999999773e+02
8.362999999999999545e+02,3.430000000000000000e+02,5.768999999999999773e+02,6.197999999999999545e+02,5.677000000000000455e+02
8.442000000000000455e+02,3.988000000000000114e+02,5.533999999999999773e+02,5.791000000000000227e+02,5.695000000000000000e+02
9.987000000000000455e+02,4.199000000000000341e+02,4.600000000000000000e+02,5.810999999999999091e+02,5.115000000000000000e+02
9.487000000000000455e+02,4.868999999999999773e+02,5.686000000000000227e+02,5.302999999999999545e+02,6.136000000000000227e+02
1.000000000000000000e+03,6.856000000000000227e+02,4.803999999999999773e+02,5.572000000000000455e+02,6.142000000000000455e+02
1.000000000000000000e+03,7.607000000000000455e+02,4.896000000000000227e+02,6.351000000000000227e+02,6.330000000000000000e+02
