3.471250000000000000e+02,5.532500000000000000e+02,5.480416666666667425e+02,5.415833333333332575e+02,5.264166666666667425e+02
3.402500000000000000e+02,4.395833333333333144e+02,5.556250000000000000e+02,5.319166666666667425e+02,5.221250000000000000e+02
3.738333333333333712e+02,4.216250000000000000e+02,5.512500000000000000e+02,5.345416666666667425e+02,5.367500000000000000e+02
4.892083333333333712e+02,3.475000000000000000e+02,5.606250000000000000e+02,5.426250000000000000e+02,5.380833333333332575e+02
6.893333333333333712e+02,3.397500000000000000e+02,5.545833333333333712e+02,5.459583333333333712e+02,5.429166666666667425e+02
8.378333333333333712e+02,3.143333333333333712e+02,5.016250000000000000e+02,5.470416666666667425e+02,5.318333333333332575e+02
8.560000000000000000e+02,3.729583333333333712e+02,4.821250000000000568e+02,5.456666666666667425e+02,5.325833333333333712e+02
9.983750000000000000e+02,3.902500000000000568e+02,4.199583333333333712e+02,5.480833333333332575e+02,5.331250000000000000e+02
9.358750000000000000e+02,4.627083333333333144e+02,5.137083333333332575e+02,4.927500000000000000e+02,5.389166666666667425e+02
1.000000000000000000e+03,6.702083333333333712e+02,4.413333333333333712e+02,5.119166666666666856e+02,5.420833333333333712e+02
1.000000000000000000e+03,7.449583333333332575e+02,4.517083333333333144e+02,5.780416666666667425e+02,5.412500000000000000e+02
