1.378616697998395750e+02,9.135255880379048676e+01,1.119989285663037037e+02,1.407829535135557535e+02,1.140398614520378970e+02,1.053519814716363072e+02,1.171108876236535110e+02,1.223159842375476387e+02,1.027823428415600944e+02
1.471314038538340014e+02,1.443878111199141472e+02,1.849939458468844009e+02,1.057385454789311865e+02,1.209507751111996754e+02,9.451052851402323540e+01,1.039405599369177935e+02,5.385944671086029700e+01,1.135729281122926722e+02
1.129732711750881435e+02,1.465693010149123836e+02,1.076405592701933216e+02,1.622473420429438136e+02,9.647694024998926920e+01,7.655357601053003691e+01,9.529826860966572610e+01,1.399778911114180175e+02,1.144403774897653818e+02
1.327093063805247937e+02,1.164733445900820641e+02,9.500763127244043460e+01,1.343503256415852718e+02,1.294175026802789148e+02,1.347296923473070080e+02,1.237852979961675430e+02,4.987223676555925778e+01,9.979984969928561611e+01
1.468911501759040448e+02,1.374736702063344183e+02,1.458219462220964999e+02,1.146218129327921531e+02,1.143819915895854678e+02,1.100781994765539480e+02,8.373225185076536548e+01,8.899039273989073706e+01,7.226894215359735085e+01
9.984492976611281279e+01,1.275365045781010735e+02,1.440492971173410410e+02,1.314269759219925220e+02,1.517177972421166032e+02,1.392320365433185714e+02,1.072639734486840695e+02,7.215046777395140509e+01,1.015953246955783840e+02
1.035481047629554752e+02,8.568407086500967296e+01,1.209433338386204753e+02,7.045062100506993374e+01,7.561640033749291945e+01,6.962298471051065007e+01,5.433194272249060930e+01,3.161898164078027307e+01,6.872379500580566969e+01
1.545614764422234657e+02,1.431824360737028314e+02,1.350224055481163532e+02,6.740927235922370642e+01,3.906456194557927120e+01,6.172041801543473127e+01,6.420350457724251214e+01,5.137119815616529195e+01,1.043559293955068199e+02
1.168552951303448566e+02,7.974841691218703943e+01,9.648113805298942225e+01,2.829558269412383353e+01,2.920428050817208643e+01,5.313652227987827104e+01,8.827961259543451433e+01,1.075438980137878389e+02,1.494229232748442655e+02
1.407990056783072532e+02,7.391319232721583887e+01,5.811196090307054618e+01,3.780952261005155890e+01,4.161538177164784713e+01,1.034108311541881022e+02,1.446529985862719627e+02,1.160567102756234448e+02,1.399108287445971825e+02
