4.879999999999999716e+01,4.750000000000000000e+01,7.970000000000000284e+01,3.060000000000000142e+01,3.150000000000000000e+01
5.379999999999999716e+01,5.029999999999999716e+01,1.137999999999999972e+02,4.079999999999999716e+01,3.460000000000000142e+01
5.400000000000000000e+01,4.850000000000000000e+01,1.197000000000000028e+02,4.220000000000000284e+01,3.550000000000000000e+01
5.410000000000000142e+01,5.529999999999999716e+01,4.400000000000000000e+01,4.110000000000000142e+01,4.639999999999999858e+01
5.279999999999999716e+01,5.350000000000000000e+01,1.535999999999999943e+02,5.210000000000000142e+01,4.039999999999999858e+01
5.729999999999999716e+01,5.339999999999999858e+01,9.440000000000000568e+01,5.320000000000000284e+01,6.800000000000000000e+01
5.800000000000000000e+01,6.010000000000000142e+01,5.339999999999999858e+01,4.060000000000000142e+01,4.860000000000000142e+01
6.170000000000000284e+01,5.939999999999999858e+01,8.100000000000000000e+01,1.262999999999999972e+02,4.360000000000000142e+01
5.950000000000000000e+01,6.179999999999999716e+01,1.137999999999999972e+02,4.229999999999999716e+01,4.360000000000000142e+01
6.110000000000000142e+01,6.289999999999999858e+01,6.470000000000000284e+01,5.839999999999999858e+01,5.229999999999999716e+01
6.020000000000000284e+01,6.279999999999999716e+01,6.210000000000000142e+01,1.107000000000000028e+02,6.670000000000000284e+01
