7.570000000000000284e+01,5.050000000000000000e+01,4.639999999999999858e+01,6.239999999999999858e+01,4.350000000000000000e+01
8.520000000000000284e+01,6.740000000000000568e+01,4.450000000000000000e+01,3.939999999999999858e+01,3.139999999999999858e+01
8.709999999999999432e+01,6.360000000000000142e+01,5.520000000000000284e+01,3.939999999999999858e+01,5.289999999999999858e+01
1.052999999999999972e+02,6.409999999999999432e+01,6.679999999999999716e+01,5.189999999999999858e+01,4.560000000000000142e+01
9.279999999999999716e+01,6.389999999999999858e+01,5.729999999999999716e+01,5.429999999999999716e+01,7.090000000000000568e+01
1.082999999999999972e+02,8.290000000000000568e+01,6.540000000000000568e+01,6.909999999999999432e+01,6.429999999999999716e+01
1.100000000000000000e+02,7.870000000000000284e+01,5.510000000000000142e+01,4.550000000000000000e+01,5.039999999999999858e+01
1.049000000000000057e+02,9.590000000000000568e+01,8.259999999999999432e+01,6.440000000000000568e+01,6.339999999999999858e+01
1.132000000000000028e+02,8.979999999999999716e+01,6.440000000000000568e+01,6.879999999999999716e+01,7.279999999999999716e+01
1.235000000000000000e+02,9.659999999999999432e+01,9.540000000000000568e+01,7.040000000000000568e+01,8.750000000000000000e+01
1.260999999999999943e+02,9.620000000000000284e+01,7.859999999999999432e+01,8.200000000000000000e+01,7.779999999999999716e+01
