9.012000000000000455e+02,8.983999999999999773e+02,8.945000000000000000e+02,9.037000000000000455e+02,9.066000000000000227e+02,8.992999999999999545e+02,9.031000000000000227e+02,1.928000000000000114e+02,1.435000000000000000e+02
9.027000000000000455e+02,9.003999999999999773e+02,3.605000000000000000e+02,1.530999999999999943e+02,2.990000000000000000e+02,8.991000000000000227e+02,8.990000000000000000e+02,8.101000000000000227e+02,8.998999999999999773e+02
8.987000000000000455e+02,1.861999999999999886e+02,2.390000000000000000e+02,8.958999999999999773e+02,9.007999999999999545e+02,9.012000000000000455e+02,8.048999999999999773e+02,5.467999999999999545e+02,5.401000000000000227e+02
2.480000000000000000e+02,2.033000000000000114e+02,8.445000000000000000e+02,8.981000000000000227e+02,7.241000000000000227e+02,9.017000000000000455e+02,6.371000000000000227e+02,7.185000000000000000e+02,7.195000000000000000e+02
1.814000000000000057e+02,2.835000000000000000e+02,8.951000000000000227e+02,7.247999999999999545e+02,8.117000000000000455e+02,8.101000000000000227e+02,8.111000000000000227e+02,6.267000000000000455e+02,7.200000000000000000e+02
1.949000000000000057e+02,3.158999999999999773e+02,8.987999999999999545e+02,9.022999999999999545e+02,7.211000000000000227e+02,7.223999999999999773e+02,8.977000000000000455e+02,4.508000000000000114e+02,6.280000000000000000e+02
2.290000000000000000e+02,4.966000000000000227e+02,8.125000000000000000e+02,7.237999999999999545e+02,7.198999999999999773e+02,4.510000000000000000e+02,7.207999999999999545e+02,5.390000000000000000e+02,5.373999999999999773e+02
2.265000000000000000e+02,5.507999999999999545e+02,7.251000000000000227e+02,9.001000000000000227e+02,6.295000000000000000e+02,6.277000000000000455e+02,8.092999999999999545e+02,7.151000000000000227e+02,5.422000000000000455e+02
2.325999999999999943e+02,6.115000000000000000e+02,9.030000000000000000e+02,8.943999999999999773e+02,7.188999999999999773e+02,6.318999999999999773e+02,5.393999999999999773e+02,3.618000000000000114e+02,6.337000000000000455e+02
2.324000000000000057e+02,7.447000000000000455e+02,8.991000000000000227e+02,8.138999999999999773e+02,5.388999999999999773e+02,7.230000000000000000e+02,2.686000000000000227e+02,3.583999999999999773e+02,3.623000000000000114e+02
