0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.013539584954906303e+01,5.932958789676530564e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.822333411457223917e+01,9.209234495874236259e+00,7.462573282722254397e+00,8.464041587799529864e+00,9.436630754670863652e+00,5.906775770248943402e+00,1.128310241024160945e+02
0.000000000000000000e+00,1.471597771131772348e+01,9.861034428496839865e+00,8.024961059095552685e+00,6.261788881781306770e+00,9.833107342035884102e+00,8.158431221748456252e+00,1.132952337920708885e+02,1.749855994074941066e+02
3.527959750337296896e+01,1.020000000000000107e+01,7.282856582413249846e+00,6.180614856144977409e+00,9.662297863344930349e+00,6.723094525588644288e+00,1.528018651718623460e+02,1.753811848517394480e+02,1.770317485650525953e+02
1.618919392681426928e+01,4.608687448721164870e+00,7.147726911403372796e+00,1.092375393351571375e+02,1.478790384063948409e+02,1.843139712555724827e+02,1.742990533537115709e+02,1.136495050583151425e+02,1.539247868278530404e+02
9.165151389911679658e+00,8.388086790204306809e+00,9.423375191511796700e+00,1.102898000723548222e+02,1.113167103358700558e+02,1.516822006696896494e+02,1.746602702391130606e+02,1.761938988728043398e+02,1.542492787665472349e+02
1.635359287740770284e+01,1.325481044753187021e+01,5.706137047074842705e+00,1.666930112512219182e+02,1.497611765445237211e+02,1.861372880429926226e+02,1.748150165174605206e+02,1.768057974162612140e+02,1.157527105514164560e+02
8.809653795694812217e+00,1.331352695569434808e+01,1.268700122172296574e+01,1.115285165327684069e+02,1.884166659295296995e+02,1.513692174783235203e+02,1.867860005460794639e+02,1.894455066767222036e+02,1.889868778513471170e+02
1.643654464904348345e+01,2.468683859873515729e+01,1.066660677066516740e+02,1.507614008955873430e+01,1.707237827603406686e+02,1.734161468837316988e+02,1.749770270635548286e+02,1.766651069113536039e+02,1.893590240786004699e+02
1.509470105699347720e+01,9.551963149007642429e+00,1.081667231638270579e+02,1.104735715001556287e+02,1.503051895311668886e+02,1.532574304887041876e+02,1.746910415562286403e+02,1.875937365692149115e+02,1.552057988607384402e+02
