4.000000000000000000e+02,4.000000000000000000e+02,4.000000000000000000e+02,4.000000000000000000e+02,4.000000000000000000e+02,4.000000000000000000e+02,4.000000000000000000e+02,1.275000000000000000e+02,5.400000000000000000e+01
4.000000000000000000e+02,4.000000000000000000e+02,3.118999999999999773e+02,7.129999999999999716e+01,4.810000000000000142e+01,3.739999999999999858e+01,3.450000000000000000e+01,2.410000000000000142e+01,6.339999999999999858e+01
4.000000000000000000e+02,1.152000000000000028e+02,6.139999999999999858e+01,4.100000000000000000e+01,3.169999999999999929e+01,2.889999999999999858e+01,2.580000000000000071e+01,6.070000000000000284e+01,1.328000000000000114e+02
1.635000000000000000e+02,7.859999999999999432e+01,4.660000000000000142e+01,3.700000000000000000e+01,3.180000000000000071e+01,2.800000000000000000e+01,9.470000000000000284e+01,1.321999999999999886e+02,1.295999999999999943e+02
1.059000000000000057e+02,5.739999999999999858e+01,4.189999999999999858e+01,7.540000000000000568e+01,1.042999999999999972e+02,1.744000000000000057e+02,1.338000000000000114e+02,5.929999999999999716e+01,9.240000000000000568e+01
9.700000000000000000e+01,5.520000000000000284e+01,4.600000000000000000e+01,6.959999999999999432e+01,6.629999999999999716e+01,9.690000000000000568e+01,1.333000000000000114e+02,1.309000000000000057e+02,9.159999999999999432e+01
8.240000000000000568e+01,5.210000000000000142e+01,4.020000000000000284e+01,1.458000000000000114e+02,1.007000000000000028e+02,1.720999999999999943e+02,1.330999999999999943e+02,1.300999999999999943e+02,5.310000000000000142e+01
9.129999999999999716e+01,5.750000000000000000e+01,4.820000000000000284e+01,6.629999999999999716e+01,2.115999999999999943e+02,9.740000000000000568e+01,1.713000000000000114e+02,1.680000000000000000e+02,1.685999999999999943e+02
8.620000000000000284e+01,6.060000000000000142e+01,8.250000000000000000e+01,3.689999999999999858e+01,1.393000000000000114e+02,1.351999999999999886e+02,1.328000000000000114e+02,1.301999999999999886e+02,2.454000000000000057e+02
7.750000000000000000e+01,6.060000000000000142e+01,7.840000000000000568e+01,6.929999999999999716e+01,9.950000000000000000e+01,9.359999999999999432e+01,1.331999999999999886e+02,1.703000000000000114e+02,3.223999999999999773e+02
