4.007000000000000455e+02,9.683999999999999773e+02,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03
3.952000000000000455e+02,5.801000000000000227e+02,9.842999999999999545e+02,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03
4.027000000000000455e+02,3.161999999999999886e+02,2.925000000000000000e+02,2.843999999999999773e+02,2.641000000000000227e+02,2.695000000000000000e+02,2.606000000000000227e+02,2.975000000000000000e+02,3.061000000000000227e+02,3.030000000000000000e+02,3.325000000000000000e+02
4.076000000000000227e+02,3.261000000000000227e+02,2.731000000000000227e+02,2.506999999999999886e+02,2.450000000000000000e+02,2.375999999999999943e+02,2.325000000000000000e+02,2.913999999999999773e+02,3.245000000000000000e+02,4.918999999999999773e+02,6.230000000000000000e+02
4.065000000000000000e+02,3.008999999999999773e+02,2.836000000000000227e+02,2.748999999999999773e+02,2.951999999999999886e+02,3.699000000000000341e+02,6.497000000000000455e+02,6.416000000000000227e+02,6.397999999999999545e+02,6.427999999999999545e+02,6.363999999999999773e+02
4.071000000000000227e+02,3.312999999999999545e+02,2.795000000000000000e+02,3.056999999999999886e+02,4.111999999999999886e+02,6.005999999999999091e+02,6.456000000000000227e+02,6.365000000000000000e+02,6.341000000000000227e+02,6.155000000000000000e+02,6.286000000000000227e+02
3.839000000000000341e+02,3.108999999999999773e+02,3.098000000000000114e+02,3.101999999999999886e+02,4.995000000000000000e+02,6.535000000000000000e+02,6.417000000000000455e+02,6.357000000000000455e+02,6.383999999999999773e+02,6.181999999999999318e+02,6.297000000000000455e+02
3.923000000000000114e+02,3.023999999999999773e+02,3.123999999999999773e+02,3.425000000000000000e+02,5.727000000000000455e+02,6.432000000000000455e+02,6.483999999999999773e+02,6.407000000000000455e+02,6.367999999999999545e+02,6.088999999999999773e+02,6.276000000000000227e+02
4.105000000000000000e+02,3.116999999999999886e+02,3.220000000000000000e+02,4.530999999999999659e+02,6.281000000000000227e+02,6.441000000000000227e+02,6.468999999999999773e+02,6.322999999999999545e+02,6.103999999999999773e+02,6.175999999999999091e+02,6.101999999999999318e+02
3.991999999999999886e+02,3.291000000000000227e+02,3.031000000000000227e+02,3.515999999999999659e+02,5.862999999999999545e+02,6.467999999999999545e+02,6.417000000000000455e+02,6.253999999999999773e+02,6.152999999999999545e+02,6.152000000000000455e+02,5.881000000000000227e+02
