2.725000000000000000e+02,2.108000000000000114e+02,4.978999999999999773e+02,4.531999999999999886e+02,5.417999999999999545e+02
2.344000000000000057e+02,2.210999999999999943e+02,4.996999999999999886e+02,3.616999999999999886e+02,4.213999999999999773e+02
2.731999999999999886e+02,2.593999999999999773e+02,4.665000000000000000e+02,5.340000000000000000e+02,5.406000000000000227e+02
2.286999999999999886e+02,1.880000000000000000e+02,3.455000000000000000e+02,4.338000000000000114e+02,5.401000000000000227e+02
2.488000000000000114e+02,1.970999999999999943e+02,3.058000000000000114e+02,2.863000000000000114e+02,3.803999999999999773e+02
2.813000000000000114e+02,2.300999999999999943e+02,4.255000000000000000e+02,4.890000000000000000e+02,4.848999999999999773e+02
3.026000000000000227e+02,2.350999999999999943e+02,3.646000000000000227e+02,5.317000000000000455e+02,4.200000000000000000e+02
2.816000000000000227e+02,2.309000000000000057e+02,3.261999999999999886e+02,5.405000000000000000e+02,4.231000000000000227e+02
2.680000000000000000e+02,2.080999999999999943e+02,2.630000000000000000e+02,5.361000000000000227e+02,4.350000000000000000e+02
2.736000000000000227e+02,2.075999999999999943e+02,2.273000000000000114e+02,2.956000000000000227e+02,3.631000000000000227e+02
2.801999999999999886e+02,2.603999999999999773e+02,3.278000000000000114e+02,4.391000000000000227e+02,4.740000000000000000e+02
