4.656999999999999886e+02,5.907999999999999545e+02,5.954000000000000909e+02,5.653999999999999773e+02,5.733999999999999773e+02,5.502999999999999545e+02,5.046999999999999886e+02,5.995000000000000000e+02,6.255000000000000000e+02,6.093999999999999773e+02
5.183000000000000682e+02,4.202000000000000455e+02,3.693000000000000114e+02,3.168999999999999773e+02,2.861999999999999886e+02,3.321000000000000227e+02,2.515000000000000000e+02,3.148999999999999773e+02,2.908999999999999773e+02,3.196000000000000227e+02
4.946000000000000227e+02,3.794000000000000341e+02,4.243999999999999773e+02,3.525000000000000000e+02,3.365999999999999659e+02,4.000000000000000000e+02,3.896000000000000227e+02,3.851999999999999886e+02,3.615999999999999659e+02,3.290000000000000000e+02
3.796000000000000227e+02,3.532000000000000455e+02,3.163000000000000114e+02,3.178999999999999773e+02,3.516000000000000227e+02,3.007999999999999545e+02,3.246000000000000227e+02,3.353000000000000114e+02,3.377000000000000455e+02,2.963000000000000114e+02
4.637000000000000455e+02,4.401000000000000227e+02,3.576999999999999886e+02,3.646999999999999886e+02,3.497999999999999545e+02,3.268999999999999773e+02,3.226000000000000227e+02,4.188000000000000114e+02,4.254000000000000341e+02,4.711999999999999886e+02
4.363999999999999773e+02,3.568999999999999773e+02,3.268999999999999773e+02,3.418999999999999773e+02,4.470000000000000000e+02,4.315999999999999659e+02,4.632000000000000455e+02,4.397000000000000455e+02,4.393000000000000114e+02,4.141999999999999886e+02
4.661999999999999886e+02,3.702999999999999545e+02,3.670000000000000000e+02,4.603999999999999773e+02,5.043000000000000114e+02,5.377000000000000455e+02,4.332999999999999545e+02,4.838000000000000114e+02,4.946000000000000227e+02,4.996000000000000227e+02
3.607000000000000455e+02,3.498000000000000114e+02,4.632999999999999545e+02,5.311000000000000227e+02,6.551000000000000227e+02,6.633999999999999773e+02,6.997000000000000455e+02,6.619000000000000909e+02,6.757999999999999545e+02,6.475000000000000000e+02
4.256000000000000227e+02,4.374000000000000341e+02,6.202000000000000455e+02,6.868999999999999773e+02,8.652999999999999545e+02,7.720999999999999091e+02,8.072999999999999545e+02,7.906000000000000227e+02,8.120000000000000000e+02,7.387000000000000455e+02
3.985000000000000000e+02,4.076000000000000227e+02,6.818999999999999773e+02,8.192999999999999545e+02,7.267000000000000455e+02,7.250000000000000000e+02,9.420000000000000000e+02,8.338999999999999773e+02,8.827999999999999545e+02,8.563999999999999773e+02
4.846000000000000227e+02,5.463999999999999773e+02,9.609000000000000909e+02,1.000000000000000000e+03,9.777999999999999545e+02,9.985000000000000000e+02,9.662000000000000455e+02,1.000000000000000000e+03,1.000000000000000000e+03,9.628999999999999773e+02
