1.081755979877162588e+02,8.675943752699184586e+01,9.566634727008238315e+01,1.003316500412506826e+02,1.089432879988482767e+02,1.027472627372622469e+02,1.035809345391322438e+02,1.101254284895182565e+02,1.287813651115719438e+02,1.000050498724939274e+02
1.165001716736932451e+02,1.041973608111069183e+02,1.244747363925708470e+02,8.075896235093662767e+01,8.296655952852329108e+01,4.661770050098996165e+01,6.814873439763940155e+01,6.456159849322196465e+01,4.302603862778910582e+01,6.227431252129564854e+01
9.459513729574052832e+01,1.262683254026915449e+02,1.030476103556021457e+02,1.242819375452442756e+02,5.999674991197439766e+01,1.043465859527756692e+02,5.198615200223998301e+01,1.075137200546981404e+02,6.264511154112505409e+01,9.261554945040276721e+01
9.145359478992611457e+01,6.977026587307805983e+01,3.640384595066845463e+01,4.264082550795657767e+01,6.020307301126745614e+01,6.642778033323106968e+01,4.215922200420686039e+01,6.279657633979737597e+01,4.317001274032705282e+01,4.923575936247961948e+01
1.074672508255421945e+02,5.846374945211776009e+01,5.705821588518168852e+01,1.035200946676537797e+02,9.376273246871595290e+01,4.084421623681864588e+01,6.534646126608539873e+01,6.636535240620666798e+01,6.876656164154204021e+01,6.489075434913667095e+01
1.072585660914782153e+02,4.876063986454648358e+01,5.470548418577428151e+01,4.215400336860070496e+01,5.771273689576677413e+01,4.877130303774956843e+01,3.488853679935574803e+01,3.756980170296350963e+01,5.163148264382885344e+01,7.603420283004221858e+01
8.124069177450424206e+01,7.070332382568729201e+01,6.782801780975174211e+01,9.173031123897924033e+01,1.141088953587755981e+02,7.543447487720717959e+01,1.200475322528539124e+02,1.184863283252544903e+02,1.252696691142752172e+02,1.058922093451638204e+02
1.008553419507365447e+02,2.751744900967384311e+01,6.603794363848710702e+01,7.827362263240408424e+01,8.179981662571132972e+01,1.687034380206876563e+02,7.863993896233643000e+01,1.340298474221320646e+02,1.579857272034407458e+02,7.796512040649972164e+01
6.464742840979832295e+01,5.013581554138717422e+01,1.245678931346275959e+02,1.231342356942211183e+02,1.088621146221218794e+02,1.411801685790182148e+02,8.370639163170277186e+01,1.429117210028624640e+02,1.251766751435745704e+02,1.073731810090396834e+02
6.622605227552070062e+01,6.636783859671791674e+01,1.181708932013294060e+02,1.831333120980451099e+02,1.153150467198448439e+02,9.490605881607348238e+01,1.806193788052655123e+02,1.597036317683477193e+02,1.210992980987090561e+02,1.271943394966930043e+02
7.390669793733177073e+01,7.986144251138968286e+01,9.072177246945740592e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.070000000000000284e+01,2.819999999999999929e+01,1.248358922746179012e+01
